Date,open,high,low,close,volume,mom_30d,mom_60d,mom_90d,mom_180d,log_return,sigma_30,sigma_90,adv_dec_ratio,pct_above_50dma,pct_pos_momentum,regime
2021-01-15,14594.349609375,14617.4501953125,14357.849609375,14433.7001953125,789600,0.09896525525770694,0.21324225272963138,0.2711261019175888,,-0.01115432296065278,0.13531384085980594,0.15518912556031023,1.0077403100775197,97.55102040816325,95.10204081632654,Bull
2021-01-18,14453.2998046875,14459.150390625,14222.7998046875,14281.2998046875,762000,0.07713890395753631,0.19632417916200984,0.2618943743557449,,-0.010614788200058034,0.1396199359310995,0.15646002157280484,0.6481472868217057,95.51020408163265,91.83673469387755,Bull
2021-01-19,14371.650390625,14546.0498046875,14350.849609375,14521.150390625,546100,0.0872583262358908,0.22062885585371483,0.28756431908361413,,0.01665525875641371,0.14495767615278682,0.15787121271604018,1.8731472868217058,94.28571428571428,90.61224489795919,Bull
2021-01-20,14538.2998046875,14666.4501953125,14517.5498046875,14644.7001953125,623100,0.09346335062442845,0.22751643286333656,0.2790969011343538,,0.008472274336760961,0.14589055742242818,0.15680260976445093,2.181147286821706,92.65306122448979,90.20408163265306,Bull
2021-01-21,14730.9501953125,14753.5498046875,14517.25,14590.349609375,704600,0.078442027233254,0.23985890330564463,0.2726602114195231,,-0.003718184091801354,0.1455190524080177,0.1571577419760648,2.061369509043928,90.61224489795919,88.16326530612244,Bull
2021-01-22,14583.400390625,14619.900390625,14357.75,14371.900390625,776800,0.06629920679066093,0.20879942793057027,0.2562795298964686,,-0.015085386074712022,0.15325975521541577,0.1597539060914767,2.0784625322997416,87.3469387755102,85.3061224489796,Bull
2021-01-25,14477.7998046875,14491.099609375,14218.599609375,14238.900390625,618600,0.053652423418047324,0.2139289374587361,0.23582258258228728,,-0.009297255190251277,0.15678601956709012,0.1607784456776499,2.1772222222222224,84.08163265306123,82.85714285714286,Bull
2021-01-27,14237.9501953125,14237.9501953125,13929.2998046875,13967.5,660700,0.030192142554935186,0.19679030004353648,0.2036227372093331,,-0.019244480891583437,0.1680531730250501,0.1645695442849795,0.7951709401709406,77.95918367346938,76.3265306122449,Bull
2021-01-28,13810.400390625,13898.25,13713.25,13817.5498046875,637900,0.01840381508503497,0.18682997844791793,0.19984632587225448,,-0.010793693167934581,0.17149272501087356,0.16517744767129805,0.40142094017094054,69.79591836734694,67.75510204081633,Bull
2021-01-29,13946.599609375,13966.849609375,13596.75,13634.599609375,753200,-0.0035154308178131366,0.16843121846548859,0.1851072258383344,,-0.013328858232496075,0.174438699578364,0.16709534737032922,0.351925990675991,61.22448979591837,60.0,Transition
2021-02-01,13758.599609375,14336.349609375,13661.75,14281.2001953125,870500,0.039335695584449715,0.20888815298704877,0.269377980919856,,0.04633334971971787,0.22022846386329725,0.17804817753177574,2.556925990675991,58.77551020408164,57.95918367346938,Transition
2021-02-02,14481.099609375,14731.7001953125,14469.150390625,14647.849609375,915000,0.06448142096656939,0.23003313678255033,0.31327853181474885,,0.025349539675742865,0.23101207419614028,0.18100312773887275,3.4552593240093246,59.59183673469388,58.77551020408164,Transition
2021-02-03,14754.900390625,14868.849609375,14574.150390625,14789.9501953125,869500,0.10965680515686893,0.22026273554656783,0.3286157030774768,,0.009654368913945022,0.20814437821224605,0.18114045294364747,4.428977272727273,63.265306122448976,64.08163265306123,Bull
2021-02-04,14789.0498046875,14913.7001953125,14714.75,14895.650390625,884700,0.10614278656115728,0.2146279525795567,0.3785185076064519,,0.007121340982025425,0.20744248185053485,0.17247429399136968,4.667171717171717,70.20408163265306,71.42857142857142,Bull
2021-02-05,14952.599609375,15014.650390625,14864.75,14924.25,935600,0.09728260424715773,0.19767196455517833,0.3505803036130404,,0.0019181565175802602,0.20652727696202627,0.16952381456227836,4.844444444444445,77.55102040816325,78.77551020408163,Bull
2021-02-08,15064.2998046875,15159.900390625,15041.0498046875,15115.7998046875,671200,0.09939086166063604,0.19671289690949134,0.34631331569570567,,0.012753134705385865,0.20722605583975529,0.16894071076461398,3.374444444444445,80.81632653061224,82.04081632653062,Bull
2021-02-09,15164.150390625,15257.099609375,15064.2998046875,15109.2998046875,713300,0.08909981777619369,0.1851220937669713,0.34635187471207574,,-0.00043010611605642915,0.20672440684189491,0.16893891134539718,2.512407407407408,82.85714285714286,82.85714285714286,Bull
2021-02-10,15119.0498046875,15168.25,14977.2001953125,15106.5,624800,0.0842556610781453,0.19035050843842272,0.3430925190217209,,-0.00018532057490518592,0.20686062402523495,0.1690308738385667,1.6643304843304847,84.48979591836735,82.85714285714286,Bull
2021-02-11,15073.25,15188.5,15065.400390625,15173.2998046875,500100,0.08520625468787646,0.19287415215502168,0.3290151524806737,,0.004412176664707947,0.20690711114435759,0.16788653732452205,1.5998860398860402,84.89795918367346,82.44897959183672,Bull
2021-02-12,15186.2001953125,15243.5,15081.0,15163.2998046875,571800,0.08450657497720249,0.1778051898096522,0.31816386701224086,,-0.0006592696934370658,0.20698975512168977,0.16784158498922971,1.4721082621082624,85.3061224489796,80.40816326530611,Bull
2021-02-15,15270.2998046875,15340.150390625,15243.400390625,15314.7001953125,456000,0.09246354426739667,0.18367632371553344,0.3131687887875516,0.5585656219880426,0.009935142462115996,0.20804706464563824,0.16727796009950294,0.9181952186300016,84.48979591836735,79.18367346938776,Bull
2021-02-16,15371.4501953125,15431.75,15242.2001953125,15313.4501953125,648500,0.0835320261275323,0.1990142237235477,0.30451029742153923,0.5345522937686755,-8.162425642763527e-05,0.20763109951087855,0.1672515659158215,1.000686801121584,83.26530612244898,78.36734693877551,Bull
2021-02-17,15279.900390625,15314.2998046875,15170.75,15208.900390625,504800,0.07108703761576107,0.18273905316712513,0.28512166804333483,0.5115862551850054,-0.006850731452785171,0.20934343888213663,0.16781694708371003,0.9616947586812659,80.81632653061224,75.91836734693877,Bull
2021-02-18,15238.7001953125,15250.75,15078.0498046875,15118.9501953125,770600,0.06876028596359451,0.16961346439837466,0.2689857436893557,0.5075082294705309,-0.005931871684390037,0.2099831411246633,0.16831320283012882,0.8316947586812657,79.59183673469387,74.28571428571429,Bull
2021-02-19,15074.7998046875,15144.0498046875,14898.2001953125,14981.75,712200,0.05972833762737584,0.14757391157734223,0.25570468024299653,0.4771768730474095,-0.009116143118184506,0.2124092825112878,0.16944990101645604,0.8044725364590436,78.3673469387755,72.6530612244898,Bull
2021-02-22,14999.0498046875,15010.099609375,14635.0498046875,14675.7001953125,609900,0.022892902494380474,0.14133171696943614,0.22968705813502877,0.44340025408518247,-0.02063971564030592,0.21853697947336692,0.17379698062200646,0.6506078021595267,75.51020408163265,68.9795918367347,Bull
2021-02-23,14782.25,14854.5,14651.849609375,14707.7998046875,744100,0.01539894058837743,0.13250171746265504,0.22861403508056344,0.4639505937632742,0.002184873969705697,0.21700255493749981,0.1737923030537479,0.8176532567049811,72.24489795918367,65.71428571428571,Bull
2021-02-24,14729.150390625,15008.7998046875,14504.5,14982.0,403800,0.02873974223650788,0.1552207213668766,0.28266708626383896,0.4809981486519177,0.01847152850052029,0.22278902806294845,0.16983111791265385,1.1797222222222226,70.20408163265306,64.08163265306123,High Volatility
2021-02-25,15079.849609375,15176.5,15065.349609375,15097.349609375,803900,0.03656062467388921,0.15167383100310827,0.28352081060385736,0.5246767935139365,0.007669725331353619,0.2236182129083828,0.16988177614856861,1.4061928104575165,67.75510204081633,62.44897959183673,High Volatility
2021-02-26,14888.599609375,14919.4501953125,14467.75,14529.150390625,1103600,-0.00455268851766244,0.10793254337050806,0.223708367237613,0.45686308110357654,-0.03836220275630364,0.25124113566733464,0.18291146008558753,1.3611928104575166,63.6734693877551,59.183673469387756,High Volatility
2021-03-01,14702.5,14806.7998046875,14638.5498046875,14761.5498046875,507300,0.022714176194505775,0.12392734569727049,0.24080005102475122,0.5041777831911285,0.01586881087701919,0.2531582229377338,0.18432596894975825,5.988970588235294,62.857142857142854,59.59183673469388,High Volatility
2021-03-02,14865.2998046875,14959.099609375,14760.7998046875,14919.099609375,621700,0.04465978681283311,0.12524369777608868,0.249751761962423,0.5048516854322171,0.010616431079728933,0.25235406875841987,0.1848315638673432,6.776470588235294,63.6734693877551,60.816326530612244,High Volatility
2021-03-03,15064.400390625,15273.150390625,14995.7998046875,15245.599609375,544200,0.0498892442583414,0.14150082244538864,0.2815251069921807,0.542897234297705,0.02164866615239294,0.25536446841025173,0.18730684430018196,7.476470588235294,64.89795918367346,62.04081632653062,High Volatility
2021-03-04,15026.75,15202.349609375,14980.2001953125,15080.75,534900,0.02977526332885061,0.12602150982971816,0.2640660578923337,0.4943789584714313,-0.010871815118793142,0.25700494825867726,0.1886896186829322,7.1722222222222225,65.3061224489796,61.632653061224495,High Volatility
2021-03-05,14977.9501953125,15092.349609375,14862.099609375,14938.099609375,640700,0.023834247246313778,0.10414588115114709,0.26941000695757467,0.4581721759962998,-0.009504125991607463,0.258466595949641,0.18778595177505655,7.230116959064327,67.3469387755102,64.48979591836735,High Volatility
2021-03-08,15002.4501953125,15111.150390625,14919.900390625,14956.2001953125,0,0.04065570932210516,0.10965035739233331,0.2579440261012427,0.4504810218030322,0.001210972544447202,0.25404907778783925,0.18735482814960647,2.738450292397661,68.57142857142857,66.12244897959184,High Volatility
2021-03-09,15049.900390625,15126.849609375,14925.4501953125,15098.400390625,675300,0.06036280726887466,0.11725384158121344,0.2872050959486676,0.4419253548491071,0.009462861169810146,0.253047211251745,0.18571014069342345,1.7748139287612972,68.97959183673468,67.75510204081633,High Volatility
2021-03-10,15202.150390625,15218.4501953125,15100.849609375,15174.7998046875,404600,0.08643635616162526,0.11923819750372133,0.30023649266887786,0.4725238559081071,0.005047340602462587,0.24503126934984606,0.18527187660464325,1.0748139287612972,68.57142857142857,68.9795918367347,High Volatility
2021-03-12,15321.150390625,15336.2998046875,14953.599609375,15030.9501953125,493200,0.08781588688128794,0.10783584931001444,0.29105250558262163,0.460889854566805,-0.009524722735275023,0.2444480779788959,0.18622902607663963,1.047591706539075,68.57142857142857,71.0204081632653,High Volatility
2021-03-15,15048.400390625,15048.400390625,14745.849609375,14929.5,467500,0.09497164769947775,0.09112235062452334,0.2793990565066644,0.4378792256573245,-0.006772300308835674,0.24140723761922767,0.1869207264346952,1.1666200466200467,68.16326530612245,73.46938775510203,Bull
2021-03-16,14996.099609375,15051.599609375,14890.650390625,14910.4501953125,100,0.04406142280720471,0.08513030510621644,0.26215348502243185,0.4458758029670362,-0.0012767988653300596,0.20367293931674874,0.18633464613341763,1.1082867132867134,67.34693877551021,73.87755102040816,Bull
2021-03-17,14946.5498046875,14956.5498046875,14696.0498046875,14721.2998046875,100,0.0050144012446367014,0.06981915792875681,0.23620101647457692,0.4289611208273496,-0.01276691115553913,0.19454135812183027,0.18785964875265684,0.8897008547008547,63.673469387755105,71.42857142857142,Bull
2021-03-18,14855.5,14875.2001953125,14478.599609375,14557.849609375,542200,-0.01569312829809677,0.09224281854668592,0.2011129958802491,0.39576031581674465,-0.011165071153974405,0.1950754295564007,0.18740947225870522,0.47793614881850177,59.183673469387756,66.12244897959184,Transition
2021-03-19,14471.150390625,14788.25,14350.099609375,14744.0,919200,-0.010180850560271293,0.09488131215285622,0.20226200690801588,0.39731036013986554,0.012705880170274957,0.1976328218073066,0.1875565685009392,1.3218250377073908,55.10204081632653,60.40816326530612,Transition
2021-03-22,14736.2998046875,14763.900390625,14597.849609375,14736.400390625,459000,-0.012586870990166976,0.08347124966774433,0.18259702204878248,0.3892631932863473,-0.0005155703072306843,0.1975169030860765,0.1861131355564987,1.4115686274509804,52.6530612244898,53.87755102040817,Transition
2021-03-23,14768.5498046875,14878.599609375,14707.0,14814.75,474200,-0.01991623391268671,0.0774951360983327,0.172878882928313,0.37636856106952843,0.005302656033791128,0.19435330516035434,0.18515523518407925,1.5773581011351911,51.42857142857143,48.57142857142857,Transition
2021-03-24,14712.4501953125,14752.349609375,14535.0,14549.400390625,456400,-0.03705660892960749,0.04874147174355459,0.1412054878044109,0.3472103137019229,-0.018073523592070435,0.2007842369646149,0.18765242635299068,1.5726238016182827,50.20408163265306,44.48979591836735,Transition
2021-03-25,14570.900390625,14575.599609375,14264.400390625,14324.900390625,606800,-0.05173929165425484,0.028157041201846367,0.12876261631153652,0.33805668828666846,-0.015550473459416195,0.20496541358741333,0.1895412308688415,1.5071157802279085,46.12244897959184,41.63265306122449,Transition
2021-03-26,14506.2998046875,14572.900390625,14414.25,14507.2998046875,481000,-0.04389289136659991,0.03757341444050666,0.14051545658045628,0.3415976901596347,0.012652648509180619,0.20848674207562296,0.19047819481545197,2.051560224672353,43.673469387755105,39.183673469387756,Transition
2021-03-30,14628.5,14876.2998046875,14617.599609375,14845.099609375,594500,-0.020984891112825754,0.061748322590162275,0.1530890761493755,0.37862471651205554,0.023017860602701366,0.22027300643987147,0.19307055296042758,3.2182268913390195,43.26530612244898,39.59183673469387,Transition
2021-03-31,14811.849609375,14813.75,14670.25,14690.7001953125,463900,-0.04074516588911048,0.04795093592841604,0.13544723554673155,0.35991001598721395,-0.010455164345430578,0.21963922905484545,0.19402762879418778,3.0944374176548095,42.04081632653062,41.224489795918366,Transition
2021-04-01,14798.400390625,14883.2001953125,14692.4501953125,14867.349609375,445000,-0.029131291789100122,0.05196733851157642,0.16408539051297577,0.4016083335496854,0.011952853344086897,0.2230042422158411,0.19328047514667956,4.10639393939394,44.89795918367347,42.857142857142854,Transition
2021-04-05,14837.7001953125,14849.849609375,14459.5,14637.7998046875,509700,-0.03755041924592628,0.030867270304412164,0.13832670586216977,0.3785575272115784,-0.015560296479187625,0.22639763627977869,0.19521660783107847,4.171901960784314,50.20408163265306,44.89795918367347,Transition
2021-04-06,14737.0,14779.099609375,14573.900390625,14683.5,475300,-0.028801615832262484,0.0379782627904921,0.1359267067245311,0.3671851110081199,0.0031172037135109875,0.22629954276305217,0.19513256898514142,3.028568627450981,54.28571428571429,47.755102040816325,Transition
2021-04-07,14716.4501953125,14879.7998046875,14649.849609375,14819.0498046875,0,-0.01085989255677744,0.048219801741370194,0.13511138219665164,0.3593338230911338,0.0091890876818974,0.22679492231552287,0.1950477834890994,3.028568627450981,56.326530612244895,49.79591836734694,Transition
2021-04-08,14875.650390625,14984.150390625,14821.099609375,14873.7998046875,514800,0.013498477533513187,0.036700399357890934,0.15673795750923403,0.3494401790137145,0.003687760707936765,0.21871168175309835,0.19304796842866867,3.152358101135191,57.95918367346938,51.83673469387755,Transition
2021-04-09,14882.650390625,14918.4501953125,14785.650390625,14834.849609375,504100,0.008638260404320253,0.024170221051450724,0.14228456220643726,0.3290196518958992,-0.0026221466406612408,0.21882346891334056,0.192657206802997,2.319358101135191,57.14285714285713,53.469387755102034,Transition
2021-04-12,14644.650390625,14652.5,14248.7001953125,14310.7998046875,650200,-0.04480044021575891,-0.017348251083134092,0.10346632450327387,0.2854858978882229,-0.03596463281723922,0.23573588381071817,0.20254747728946182,2.248900584795322,56.326530612244895,54.28571428571428,Transition
2021-04-13,14364.900390625,14528.900390625,14274.900390625,14504.7998046875,605100,-0.039248597934007146,-0.0041229265181597086,0.10647224785894949,0.2932873448762481,0.013465132344700306,0.23828536522507363,0.20296520549725974,2.458900584795322,55.10204081632653,53.469387755102034,Transition
2021-04-15,14522.400390625,14597.5498046875,14353.2001953125,14581.4501953125,568000,0.003599646454292893,-0.0009694301324497667,0.11192070882184724,0.3025955241341347,0.005270570669209097,0.2114089049882806,0.20307913563717753,1.271021796916534,53.06122448979592,52.6530612244898,Transition
2021-04-16,14599.599609375,14697.7001953125,14559.0,14617.849609375,577200,-0.009734763437025284,0.012758295625560079,0.11298617886650386,0.31316138143443406,0.0024931716281266104,0.206241456260378,0.2030902216842659,1.4085656565656568,52.24489795918366,52.24489795918366,Transition
2021-04-19,14306.599609375,14382.2998046875,14191.400390625,14359.4501953125,512300,-0.037512278134454013,0.005472218334030776,0.08303324321607031,0.2706859793101535,-0.01783508230882999,0.20958178269613534,0.20507071283845194,1.244472633309843,50.61224489795918,51.42857142857143,Transition
2021-04-20,14526.7001953125,14526.9501953125,14207.2998046875,14296.400390625,467400,-0.06226053701202461,-0.015477423892331643,0.07043036824027094,0.2761396331395176,-0.0044004910090830246,0.19810789582472377,0.20496876001667405,1.3959256247628342,49.79591836734694,49.38775510204082,Transition
2021-04-22,14219.150390625,14424.75,14151.400390625,14406.150390625,524600,-0.04473249734761198,-0.016289155906643593,0.07565175562790616,0.2976000039406781,0.007647441212800463,0.1982880905945914,0.2052664046808499,1.1413801702173798,47.755102040816325,48.57142857142857,Transition
2021-04-23,14326.349609375,14461.150390625,14273.2998046875,14341.349609375,498100,-0.03994818722627114,-0.017066074951350374,0.060037254765805015,0.2951112215636129,-0.004508280094204329,0.1970661709591832,0.20484763480365556,0.9759256247628343,44.48979591836735,45.71428571428571,Transition
2021-04-26,14449.4501953125,14557.5,14421.2998046875,14485.0,452700,-0.031505341541241294,0.007869495773069612,0.0746904438913274,0.3299240258090246,0.009966685459202936,0.19967498345536766,0.20529844430282448,1.0610538298910395,41.63265306122449,42.857142857142854,Transition
2021-04-27,14493.7998046875,14667.5498046875,14484.849609375,14653.0498046875,451800,-0.029496540985496034,0.029085772264772602,0.0842987178518102,0.32065972417813926,0.011534860370141113,0.20071209215770522,0.2060623825742829,1.9220357420357423,41.224489795918366,41.224489795918366,Transition
2021-04-28,14710.5,14890.25,14694.9501953125,14864.5498046875,457000,-0.02044508026419989,0.0642240776579559,0.09635528272099947,0.3389495508920144,0.014330678808834763,0.20490144940421212,0.2072503578926796,2.206138306138306,42.85714285714286,42.44897959183673,Transition
2021-04-29,14979.0,15044.349609375,14814.4501953125,14894.900390625,517500,-0.009051310989635741,0.07796972698965887,0.09780848251244212,0.3298839632629096,0.002039728305535653,0.2033029283770179,0.2072566544203142,2.137606837606838,45.30612244897959,44.08163265306122,Transition
2021-04-30,14747.349609375,14855.4501953125,14601.7001953125,14631.099609375,613900,-0.01998729968351254,0.0730861212319589,0.06931376121121247,0.30471148819574223,-0.017869525228607498,0.2088401158313871,0.2092628383769314,2.115501574448943,48.16326530612245,45.30612244897959,Transition
2021-05-03,14481.0498046875,14673.849609375,14416.25,14634.150390625,448900,-0.018530614506486298,0.02471432306007082,0.06502217373298724,0.2984875874237065,0.0002084917272909865,0.20884716624103897,0.20918136933356243,1.9214844804318492,49.38775510204082,45.71428571428571,Transition
2021-05-04,14687.25,14723.400390625,14461.5,14496.5,503400,-0.015270377457832884,-0.010332548012926934,0.05348261557556366,0.2803267829542946,-0.009450624224999165,0.20738764705856128,0.2098649162663779,1.1125955915429604,49.38775510204082,47.3469387755102,Transition
2021-05-05,14604.150390625,14637.900390625,14506.599609375,14617.849609375,455900,0.0041214878302742175,-0.011636319505122117,0.09674448403103053,0.2926540540157767,0.008336116981918119,0.206382980380362,0.20291443205008294,2.3792622582096272,48.57142857142857,50.20408163265306,Transition
2021-05-06,14668.349609375,14743.900390625,14611.5,14724.7998046875,467800,-0.001302237880663304,-0.011469830551677718,0.09345551623334036,0.30302771572724096,0.007289775876840782,0.2041011163334424,0.20258803351304253,2.6148391812865497,48.97959183673469,51.42857142857143,Transition
2021-05-07,14816.849609375,14863.0498046875,14765.5,14823.150390625,488000,0.005886783590325573,-0.006774183585439797,0.08984941044087802,0.32605291210151544,0.006657040403640492,0.20501356319440145,0.202249129022068,3.1736111111111116,50.20408163265306,54.28571428571428,Transition
2021-05-10,14928.25,14966.900390625,14892.5,14942.349609375,522000,0.008613011314736907,-0.011474761345986573,0.08677561389712163,0.32855137131708445,0.008009262800994111,0.20574820862583992,0.20191349913347592,3.520075757575758,52.65306122448978,55.51020408163265,Transition
2021-05-11,14789.7001953125,14900.0,14771.400390625,14850.75,647400,0.020712166913021246,-0.017111964685966985,0.07046318015491448,0.3043736476718728,-0.006149068019026527,0.19930369882513685,0.20179210863557256,3.566742424242425,55.10204081632653,57.95918367346938,Transition
2021-05-12,14823.5498046875,14824.0498046875,14649.7001953125,14696.5,643800,0.025940816287853163,-0.02714063482606821,0.05482827412272617,0.2882174096972472,-0.0104409988264523,0.19621343226447335,0.20256669951945294,1.9046371610845299,55.91836734693877,60.40816326530612,Transition
2021-05-14,14749.400390625,14749.650390625,14591.900390625,14677.7998046875,620700,0.01175270396941186,-0.03265604755578111,0.049767707626958035,0.2975194525614586,-0.001273235308628596,0.1930624492205277,0.20252872098868907,1.580372455202177,55.91836734693877,61.632653061224495,Transition
2021-05-17,14756.25,14938.0,14725.349609375,14923.150390625,546400,0.0052576798609493824,-0.015837543091264394,0.06733065536324134,0.3123176073067171,0.016577589783995917,0.187319990191806,0.20429549244325906,1.7437057885355103,57.55102040816327,60.816326530612244,Transition
2021-05-18,15067.2001953125,15137.25,15043.7001953125,15108.099609375,583900,0.028412492836501047,-0.013490344786555863,0.07772583438848657,0.31759170031115747,0.012317273309973075,0.18771753174036335,0.2051926407107434,1.9416855865153082,60.40816326530612,62.857142857142854,Bull
2021-05-19,15058.599609375,15133.400390625,15008.849609375,15030.150390625,569100,0.010950222166521195,-0.018500063739667172,0.06348661458020222,0.31013100225544243,-0.005172788238334181,0.18553137118876056,0.2050605336363231,1.9529499543314004,62.857142857142854,61.632653061224495,Bull
2021-05-20,15042.599609375,15069.7998046875,14884.900390625,14906.0498046875,480300,0.01832584155947381,-0.01991272072004502,0.04975878056885796,0.2906118228192096,-0.008291052039504188,0.18125699389600508,0.2054918201110384,1.967277439711517,65.71428571428571,59.59183673469388,Bull
2021-05-21,14987.7998046875,15190.0,14985.849609375,15175.2998046875,572900,0.0334933636181769,0.0037270847940533702,0.07274364617389772,0.31282737242360015,0.01790193553229923,0.1879778208986696,0.2073967326391013,4.1290421455938695,69.38775510204081,60.816326530612244,Bull
2021-05-24,15211.349609375,15256.25,15145.4501953125,15197.7001953125,579800,0.025551597141216575,0.014414216984831585,0.0750034918309117,0.3047924641125259,0.0014750202275935762,0.18641568180490642,0.20738612868187045,3.5573754789272036,71.0204081632653,62.857142857142854,Bull
2021-05-25,15291.75,15293.849609375,15163.400390625,15208.4501953125,441500,0.022499320618765806,0.03630150472617055,0.060025454028646674,0.3355389853183315,0.0007070938155468382,0.18622021511239958,0.20604139117579645,3.2223327438844684,71.42857142857142,62.857142857142854,Bull
2021-05-26,15257.0498046875,15319.900390625,15194.9501953125,15301.4501953125,384000,0.0314530041236567,0.04036296376809534,0.05638345123750832,0.33401191737865354,0.0060964006336564555,0.1865657677504094,0.20570111294917887,3.40019118308592,73.87755102040816,64.48979591836735,Bull
2021-05-27,15323.9501953125,15384.5498046875,15272.5,15337.849609375,0,0.07176746364316333,0.023751809463022244,0.05317417258114787,0.3296792032401388,0.0023759962804964516,0.1500084211100493,0.20556265922983957,3.6179689608636982,77.55102040816327,68.16326530612244,Bull
2021-05-28,15421.2001953125,15469.650390625,15394.75,15435.650390625,468100,0.06417534874467412,0.022407958350512347,0.05978783197936277,0.3390342295212625,0.006356190262519319,0.14679535163622986,0.20578808270369234,1.5763022941970315,80.40816326530611,71.42857142857142,Bull
2021-05-31,15437.75,15606.349609375,15374.0,15582.7998046875,436000,0.06867284090144232,0.07251968530399222,0.06763683724774183,0.3748902925090787,0.00948793489109113,0.14809665664542807,0.20630646525202803,2.147968960863698,83.67346938775509,75.51020408163265,Bull
2021-06-01,15629.650390625,15660.75,15528.2998046875,15574.849609375,409600,0.06546790571618955,0.05509582770429966,0.07906146023686289,0.3716231876803848,-0.000510320620107419,0.14830313270948725,0.20533730982689377,1.7570857699805071,86.53061224489795,78.77551020408164,Bull
2021-06-02,15520.349609375,15597.4501953125,15459.849609375,15576.2001953125,428600,0.08473513842453362,0.044044252209736845,0.09067104593658759,0.3763116571400762,8.67120656808025e-05,0.13593518182591985,0.20442495297392008,1.7079629629629633,87.34693877551021,83.67346938775509,Bull
2021-06-03,15655.5498046875,15705.099609375,15611.0,15690.349609375,410200,0.09750351002089275,0.02917235211441005,0.08051698297297749,0.39123511343988304,0.007301728008600275,0.13484189304908129,0.20298622950531653,1.9179629629629633,87.75510204081633,84.48979591836735,Bull
2021-06-04,15712.5,15733.599609375,15622.349609375,15670.25,414200,0.08774721734111779,0.03908956782653372,0.07002873333083048,0.368670436928183,-0.0012818385093088212,0.1347092748055946,0.2026064061535882,1.90162962962963,87.75510204081633,86.12244897959184,Bull
2021-06-07,15725.099609375,15773.4501953125,15678.099609375,15751.650390625,394000,0.09833807972494313,0.054461464478347876,0.07959375973443494,0.3739560225108238,0.0051811361952536165,0.13305611508277165,0.20259769689310728,1.4374191033138406,89.79591836734694,88.16326530612245,Bull
2021-06-08,15773.900390625,15778.7998046875,15680.0,15740.099609375,378200,0.08664822984984477,0.05241300623323997,0.0951996035014615,0.3758768430296149,-0.0007335750962069031,0.13188513946619115,0.20081673057567284,1.4827894736842109,91.42857142857142,91.42857142857143,Bull
2021-06-09,15766.2998046875,15800.4501953125,15566.900390625,15635.349609375,457900,0.06703722554558311,0.035563318289227874,0.09807282728583688,0.3570231972798168,-0.0066772200430738555,0.1319302220050885,0.20048352746398254,1.2961228070175443,93.46938775510203,93.06122448979592,Bull
